data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9357042,728,SSD8569,8569,4-Jun-22,2022,1,Strategic developments,Looting/property destruction,Twic Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Civilians (Sudan),Labour Group (Sudan),7,47,Eastern Africa,South Sudan,Warrap,Twic,Turalei,Turalei,9.086,28.435,2,Radio Tamazuj,National,"Looting: On 4 June 2022, Twic Dinka youths looted Darfurian vehicles (which were transporting goods to Abyei) at Madou in Twic county (Warrap state; coded to admin2 HQ of Turalei). Elements of the Twic and Ngok Dinka clans have been fighting since February.",0,1655155235,SSD
9357096,706,SOM37024,37024,4-Jun-22,2022,1,Protests,Peaceful protest,Protesters (Somalia),Women (Somalia),6,,,0,60,Eastern Africa,Somalia,Woqooyi Galbeed,Hargeysa,,Hargeysa,9.5598,44.0668,1,Undisclosed Source,Local partner-Other,"On 4 June 2022, about 100 people, mainly women, demonstrated against SOMPOWER electricity company due to the hike of electricity prices in Hargeysa tow (Hargeysa, Woqooyi Galbeed). [size=about 100]",0,1655155235,SOM
9357099,706,SOM37053,37053,4-Jun-22,2022,1,Violence against civilians,Attack,Dhulbahante-Hassan Ugas Sub-Clan Militia (Somalia),,4,Civilians (Somalia),Dhulbahante-Kumar Wacays Sub-Clan Group (Somalia),7,47,Eastern Africa,Somalia,Sool,Laas Caanood,,Boocame,8.3963,47.9357,2,Undisclosed Source,Local partner-Other,"On 4 June 2022, suspected Dhulbahante-Hassan Ugas sub-clan militia shot and killed two civilians from Dhulbahante-Kumar Wacays sub-clan in Boocame town (Laas Caanood, Sool). The motive for the killing is unknown.",2,1655155235,SOM
9357101,706,SOM37030,37030,4-Jun-22,2022,1,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Somalia),Farmers (Somalia); Hawadle-Ali Madaxweyne Sub-Clan Group (Somalia),7,27,Eastern Africa,Somalia,Hiraan,Bulo Burto,,Booco,4.3302,45.3926,1,Undisclosed Source,Local partner-Other,"On 4 June 2022, Al Shabaab militants abducted a farmer from Hawadle-Ali Madaxweyne clan at the outskirt of Booco village (Bulo Burto, Hiraan). This is after the clan attacked the militants bases in Booco. The farmer was release after the clan elders spoke to Al Shabaab militants.",0,1655155235,SOM
9365926,404,KEN8847,8847,4-Jun-22,2022,1,Riots,Mob violence,Rioters (Kenya),Kenya Kwanza Alliance,5,Rioters (Kenya),Kenya Kwanza Alliance,5,55,Eastern Africa,Kenya,Nairobi,Kamukunji,Pumwani,Kamukunji,-1.2865,36.8367,1,Opera News (Kenya),National,"On 4 June 2022, Kenya Kwanza supporters engaged in a fist fight with each other during a rally in Kamukunji grounds (Kamukunji, Nairobi). No details on the injuries. [size=no report]",0,1655833736,KEN
9349405,706,SOM36957,36957,3-Jun-22,2022,1,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2021-),Military Forces of Somalia (2022-) Special Forces,8,Al Shabaab,,2,28,Eastern Africa,Somalia,Lower Juba,Kismaayo,,Beerhani,-0.2201,42.1959,2,VOA; Horseed Media; Goobjoob; Caasimada; Hiiraan (Somalia); Radio Dalsan,National-International,"On 3 June 2022, US forces in coordination with government security forces (Danab/Bancroft) conducted an airstrike against Al Shabaab militants hideouts near Beerhani village (Kismaayo, Lower Juba). Five militants were killed.",5,1654541225,SOM
9349498,706,SOM36995,36995,3-Jun-22,2022,1,Explosions/Remote violence,Grenade,Al Shabaab,,2,Police Forces of Somalia (2022-),,1,12,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Abdiaziz,2.0405,45.36,1,Caasimada,National,"On 3 June 2022, overnight, suspected Al Shabaab militants threw a hand grenade against a police forces logistic center in Mogadishu - Abdiaziz (Banadir). There were no casualties.",0,1654541225,SOM
9349506,706,SOM36958,36958,3-Jun-22,2022,1,Battles,Armed clash,Al Shabaab,,2,ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,8,28,Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,1,Calamada,National,"On 3 June 2022, overnight, Al Shabaab militants attacked ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.",0,1654541226,SOM
9349507,706,SOM36971,36971,3-Jun-22,2022,1,Battles,Armed clash,Al Shabaab,,2,Military Forces of Somalia (2022-),,1,12,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Kaxda,2.0399,45.2384,1,Calamada,National,"On 3 June 2022, overnight, Al Shabaab militants carried out a hit and run attack against government security forces (SNA) at a checkpoint in Mogadishu - Kaxda (Banadir). There were no casualties. Al Shabaab claimed responsibility.",0,1654541226,SOM
9349509,706,SOM36964,36964,3-Jun-22,2022,1,Battles,Armed clash,Al Shabaab,,2,ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda),,8,28,Eastern Africa,Somalia,Lower Shabelle,Baraawe,,Baraawe,1.1132,44.0297,1,Calamada,National,"On 3 June 2022, overnight, Al Shabaab militants carried out a probing attack against ATMIS UPDF at base in Buur Colow neighborhood in Baraawe town (Baraawe, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,1654541226,SOM
9349536,480,MUS265,265,3-Jun-22,2022,1,Protests,Peaceful protest,Protesters (Mauritius),,6,,,0,60,Eastern Africa,Mauritius,Port Louis,,,Port Louis,-20.1619,57.4988,1,Defi Media,National,"On 3 June 2022, a group of five people gathered in front of the Hotel du Government in Port Louis (Port Louis) to protest against the bad treatment of the Uyghur community in China. [size=5]",0,1654541226,MUS
9349549,728,SSD8554,8554,3-Jun-22,2022,1,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,Unidentified Armed Group (South Sudan),,3,13,Eastern Africa,South Sudan,Central Equatoria,Morobo,Morobo,Morobo,3.6869,30.7748,2,Eye Radio (South Sudan),National,"On 3 June 2022, SSPDF engaged in a firefight with an armed group linked to a number of attacks against vehicles along the Yei-Kaya road, at Andiri (no coordinates found, event coded to Morobo town, Morobo county, Central Equatoria state), killing three members of the group, and wounding another, who was able to escape.",3,1654541226,SSD
9349639,834,TAZ1001,1001,3-Jun-22,2022,2,Riots,Mob violence,Rioters (Tanzania),Street Traders (Tanzania),5,Police Forces of Tanzania (1964-),,1,15,Eastern Africa,Tanzania,Geita,Geita,Mtakuja,Geita,-2.8666,32.1667,1,Mwananchi,National,"Around 3 June 2022 (as reported), a group o people stabbed a police officer to death at Shilabela Market in Geita (Geita, Geita) during a petty traders evacuation operation and after a 14-year-old boy was beaten by an officer on the head and hospitalized. 17 people were arrested. [size=no report]",1,1654541226,TZA
9349705,728,SSD8566,8566,3-Jun-22,2022,2,Strategic developments,Change to group/activity,Military Forces of Uganda (1986-),,8,,,0,80,Eastern Africa,South Sudan,Eastern Equatoria,Magwi,Pajok,Pugee,3.7676,32.5173,2,Radio Tamazuj,National,"Security measures: Around 3 June 2022 (as reported), UPDF crossed the South Sudanese border and deployed in the Pugee/Pogee area of Magwi county (Eastern Equatoria state), following cattle raids into Lamwo district. Residents say the UPDF have established patrols in the area.",0,1654541226,SSD
9355861,800,UGA7965,7965,3-Jun-22,2022,1,Riots,Mob violence,Rioters (Uganda),,5,Civilians (Uganda),,7,57,Eastern Africa,Uganda,Eastern,Butaleja,Bunyole,Nanjere,0.9014,34.0464,1,Daily Monitor (Uganda),National,"On 3 June 2022, mourners tied up and detained a civilian in Nanjere village (Butaleja, Eastern), for failing to attend several burial ceremonies in the neighborhood. The victim was also forced to make a public apology. [size=no report]",0,1655149929,UGA
9355927,108,BUR10929,10929,3-Jun-22,2022,1,Violence against civilians,Attack,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,Civilians (Burundi),,7,37,Eastern Africa,Burundi,Ruyigi,Ruyigi,Centre Urbain,Ruyigi,-3.4764,30.2486,1,Ligue Iteka,National,"On 3 June 2022, two Imbonerakure tortured two suspected thieves by burning them with plastic bags and bottles on Nyabinaga sub hill, Sanzu quarter, in the town of Ruyigi (Ruyigi, Ruyigi). The victims were taken to the hospital.",0,1655149930,BDI
9355931,108,BUR10924,10924,3-Jun-22,2022,1,Violence against civilians,Abduction/forced disappearance,Police Forces of Burundi (2005-) National Intelligence Service,,1,Civilians (Burundi),CNL: National Congress for Liberation,7,17,Eastern Africa,Burundi,Bujumbura Rural,Mutimbuzi,Rubirizi,Rubirizi,-3.2874,29.3957,1,Ligue Iteka,National,"On 3 June 2022, SNR officers abducted a member of the CNL on Rubirizi hill (Mutimbuzi, Bujumbura Rural). The victim was taken to an unknown location.",0,1655149930,BDI
9356021,800,UGA7958,7958,3-Jun-22,2022,1,Violence against civilians,Attack,Karamajong Ethnic Militia (Uganda),Pastoralists (Uganda),4,Civilians (Uganda),Health Workers (Uganda),7,47,Eastern Africa,Uganda,Northern,Kotido,Kotido,Kotido,3.0065,34.114,2,URN (Uganda),National,"On 3 June 2022, Karamajong pastoralists shot dead a Village Health Team member at Kokorok village in Kotido district (Kotido, Northern), on suspicion that the victim was a security informer.",1,1655149930,UGA
9356560,231,ETH8553,8553,3-Jun-22,2022,1,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),,4,Argobba Ethnic Militia (Ethiopia),,4,44,Eastern Africa,Ethiopia,Amhara,South Wello,Argoba,Chomiye 13,10.9215,40.0214,2,TIKVAH Ethiopia; VOA,Other-International,"On 3 June 2022, and for the second day, Afar and Argobba ethnic militias clashed in unspecified location (coded to admin center, Chomiye 13 [Medina], in Argoba woreda, South Wello, Amhara), resulting in the killing of at least 2 people. The event followed the killing of an ethnic Afar person by an unidentified armed group in the area (coded separately) before two days. The number of fatalities split across three days events (coded as 1 on this day).",1,1655155233,ETH
9356726,404,KEN8846,8846,3-Jun-22,2022,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Marsabit,North Horr,Turbi,Turbi,3.3009,38.3655,1,Citizen (Kenya),National,"On 3 June 2022, unidentified militia abducted two boys aged 13 and 17 in Turbi (North Horr, Marsabit). They are yet to be found.",0,1655155234,KEN
9356771,231,ETH8536,8536,3-Jun-22,2022,2,Strategic developments,Arrests,Police Forces of Ethiopia (2018-) Amhara State Police,,1,Civilians (Ethiopia),Journalists (Ethiopia); Former Police Forces of Ethiopia (2018-),7,17,Eastern Africa,Ethiopia,Amhara,West Gojam,Bahir Dar town,Bahir Dar,11.6,37.3833,1,EMS,Other,"Around 3 June 2022 (as reported), Bahir Dar city administration stated that police has arrested 223 people due to the ongoing 'law enforcement' operation in Bahir Dar (Bahir Dar town, West Gojam, Amhara). Since mid-May 2022, the Amhara regional government was undertaking taking 'law enforcement' operation. As per the regional government this operation was necessary due to 'an increase of smuggling incidents, shootings, and interference with court decisions in the region.' Many individuals including journalists and former leader of the regional special forces were arrested in the region.",0,1655155234,ETH
9356909,450,MAG2235,2235,3-Jun-22,2022,1,Battles,Armed clash,Military Forces of Madagascar (2019-) Gendarmerie,,1,Dahalo Militia,,3,13,Eastern Africa,Madagascar,Sofia,Mandritsara,Mandritsara,Mandritsara,-15.8434,48.8258,2,Midi Madagasikara,National,"On 3 June 2022, gendarmerie officers shot and killed a dahalo near Mandritsara (Mandritsara, Sofia). The man was trying to escape public trial, accused of cattle theft.",1,1655155234,MDG
9348683,800,UGA7948,7948,2-Jun-22,2022,1,Strategic developments,Looting/property destruction,Karamajong Ethnic Militia (Uganda),Pastoralists (Uganda),4,Civilians (Uganda),Aid Workers (Uganda); WFP: World Food Programme,7,47,Eastern Africa,Uganda,Northern,Kotido,Jie,Kokoria,3.0921,33.9388,1,Independent (Uganda),National,"Looting: On 2 June 2022, Karamajong pastoralists stole goods at gunpoint from a team of United Nations World Food Program in Kokoria (Kotido, Northern). The attackers looted mobile phones and money from the UN workers.",0,1654534167,UGA
9349346,231,ETH8546,8546,2-Jun-22,2022,1,Violence against civilians,Attack,Surma Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Farmers (Ethiopia),7,47,Eastern Africa,Ethiopia,Gambela,Agnewak,Dima,Dimma,7.1667,34.6667,2,Deutsche Welle; Gambella Regional Government Press Secretariat Office,Subnational-International,"On 2 June 2022, Surma ethnic militants ambushed and killed a farmer near Dimma town, Dima woreda (Agnewak, Gambela). The victim was shot on his way home from his farm. No further information is available.",1,1654541225,ETH
9349355,404,KEN8797,8797,2-Jun-22,2022,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Labour Group (Kenya),7,57,Eastern Africa,Kenya,Kakamega,Navakholo,Bunyala Central,Nambacha,0.3937,34.6672,1,Kenya Broadcasting Corporation; K24,National,"Around 2 June 2022 (as reported), a mob lynched a casual worker in Nambacha (Navakholo, Kakamega) for allegedly killing a six-year-old girl and burying her in a maize plantation. [size=no report]",1,1654541225,KEN
9349366,404,KEN8814,8814,2-Jun-22,2022,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kajiado,Kajiado East,Kenyawa-poka,Masimba,-2.1586,37.5919,1,Capital FM; Star (Kenya); Kenya Standard,National,"On 2 June 2022, local residents barricaded the Mombasa-Nairobi Highway using stones at Masimba (Kajiado East, Kajiado) in demonstration against increased human-wildlife conflict. Police intervened and shot at demonstrators. Four people were killed, and three others sustained gunshot wounds. [size=no report]",4,1654541225,KEN
9349371,454,MAW1074,1074,2-Jun-22,2022,1,Protests,Peaceful protest,Protesters (Malawi),HRA: Human Rights Ambassadors,6,,,0,60,Eastern Africa,Malawi,Southern,Mulanje,Mulanje Boma,Mulanje,-16.0333,35.5,1,Nation (Malawi); Face of Malawi,National,"On 2 June 2022, protesters organized by Human Rights Ambassadors (HRA) marched from Chisitu Trade Center to the District Council in Mulanje (Mulanje Boma, Mulanje, Southern) to protest corruption and the high cost of living. [size=no report]",0,1654541225,MWI
9349411,706,SOM36965,36965,2-Jun-22,2022,1,Battles,Armed clash,Al Shabaab,,2,Military Forces of Somalia (2022-),,1,12,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Yaqshid,2.0678,45.35,1,Al Furqaan; Calamada,National,"On 2 June 2022, overnight, Al Shabaab militants threw a hand grenade against government security forces (SNA) in Tawakal area at the Jungal neighborhood in Mogadishu - Yaqshid (Banadir). The security forces reacted with gunfire after the explosion. There were no casualties. Al Shabaab claimed responsibility.",0,1654541225,SOM
9349418,706,SOM36977,36977,2-Jun-22,2022,1,Battles,Armed clash,Al Shabaab,,2,Military Forces of Somalia (2022-) Jubaland Security Force,Military Forces of Somalia (2022-) Special Forces,1,12,Eastern Africa,Somalia,Lower Juba,Kismaayo,,Kismayo,-0.3603,42.5463,2,Hiiraan (Somalia); Radio Risala; Calamada; Garowe Online,National,"On 2 June 2022, overnight, Al Shabaab militants ambushed Jubaland security forces and government security forces (Danab/Bancroft) convoy in the vicinity of Yaq Xalul village near Kismayo town (Kismaayo, Lower Shabelle). Ten militants and eight soldiers were killed. Several others were injured from both sides.",18,1654541225,SOM
9349426,706,SOM36990,36990,2-Jun-22,2022,1,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Somalia),Labour Group (Somalia),7,27,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Hodan,2.0333,45.35,1,Calamada; Al Furqaan,National,"On 2 June 2022, overnight, Al Shabaab militants shot and killed a civilian who was a section (Waax) district chairman in Mogadishu - Hodan (Banadir). Al Shabaab claimed responsibility.",1,1654541225,SOM
9349428,706,SOM36993,36993,2-Jun-22,2022,1,Violence against civilians,Attack,Marehan Clan Militia (Somalia),Pastoralists (Somalia),4,Civilians (Somalia),Pastoralists (Somalia); Ogaden-Mohamed Zubeyr Clan Group (Somalia),7,47,Eastern Africa,Somalia,Lower Juba,Afmadow,,Dhobley,0.4063,41.0124,2,Caasimada; Radio Risala,National,"On 2 June 2022, overnight, Marehan clan militia shot and killed two pastoralists from Ogaden-Mohamed Zubeyr clan group near Dhobley town (Afmadow, Lower Juba). The motive of attack was related to clan revenge.",2,1654541225,SOM
9349544,231,ETH8549,8549,2-Jun-22,2022,1,Battles,Non-state actor overtakes territory,Police Forces of Ethiopia (2018-) Amhara State Police,Military Forces of Ethiopia (2018-); Kebele Communal Militia (Ethiopia),1,Unidentified Armed Group (Ethiopia),,3,13,Eastern Africa,Ethiopia,Amhara,West Gondar,Metema,Metema,12.9521,36.1563,2,EMS,Other,"On 2 June 2022, police forces, Kebele Communal Militia and ENDF clashed with an armed group at Gordem mountain in Meka kebele in Metema woreda in West Gondar zone in Amhara region, killing two members of the armed group and captured two others. Location not found, coded to Metema (West Gondar, Amhara).",2,1654541226,ETH
9349547,231,ETH8544,8544,2-Jun-22,2022,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Journalists (Ethiopia); Prisoners (Ethiopia),7,17,Eastern Africa,Ethiopia,Addis Ababa,Region 14,Lideta,Addis Ababa,9.025,38.7469,1,EMS,Other,"On 2 June 2022, two police officers beat a journalist in Sosetegna Police Station in Addis Ababa (Lideta, Region 14, Addis Ababa) where he has been arrested since 26 May 2022.",0,1654541226,ETH
9349653,404,KEN8810,8810,2-Jun-22,2022,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nakuru,Naivasha,Mai Mahiu,Kijabe,-0.9333,36.5723,1,Opera News (Kenya),National,"On 2 June 2022, local residents demonstrated by blocking (through unspecified means) Kijabe road in Kijabe (Naivasha, Nakuru) against the killing of woman by an over speeding public service vehicle. [size=no report]",0,1654541226,KEN
9349659,231,ETH8541,8541,2-Jun-22,2022,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter Faction),7,17,Eastern Africa,Ethiopia,Oromia,West Shewa,Ambo Zuria,Gomosa Sato,9.0918,37.9238,1,Oromiya Media Network,International,"On 2 June 2022, Ethiopian government forces (assumed to be ENDF) shot and killed 1 person and burnt down his house in Gomosa Sato Kebele, Ambo Zuria woreda (West Shewa, Oromia) after accusing him of supporting and hiding OLF Shane rebels.",1,1654541226,ETH
9349706,728,SSD8565,8565,2-Jun-22,2022,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Women (South Sudan); Anyuak Ethnic Group (South Sudan),7,37,Eastern Africa,South Sudan,Jonglei,Pochalla,Pochalla,Pochalla,7.1881,34.0993,2,Radio Tamazuj,National,"On 2 June 2022, an unknown group ambushed a vehicle carrying women (presumed to be Anyuak) travelling from a wedding in the Ajienga area of Pochalla county (Jonglei state; event coded to Pochalla town). Most of the women were able to flee, though one woman was beaten into a coma by the attackers. The motive for the attack is unclear.",0,1654541226,SSD
9349728,404,KEN8790,8790,2-Jun-22,2022,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Azimio la Umoja One Kenya Coalition Party,7,37,Eastern Africa,Kenya,Bomet,Bomet East,Merigi,Bomet,-0.7833,35.35,1,Star (Kenya),National,"Property destruction: On 2 June 2022, an unidentified group vandalised campaign billboards affiliated with the Azimio coalition presidential candidate in Bomet town (Bomet East, Bomet) due to suspected political rivalry.",0,1654541226,KEN
9355916,800,UGA7957,7957,2-Jun-22,2022,1,Violence against civilians,Attack,Jie Ethnic Militia (Uganda),,4,Civilians (Uganda),Police Forces of Uganda (1986-),7,47,Eastern Africa,Uganda,Northern,Abim,Labwor,Abim,2.7333,33.6667,2,Independent (Uganda),National,"On 2 June 2022, suspected Jie militiamen attacked and injured the Kidepo Regional Internal Security Officer while driving to Moroto from Abim via Nyakwae road in Abim district (Northern).",0,1655149930,UGA
9356022,800,UGA7962,7962,2-Jun-22,2022,1,Riots,Mob violence,Rioters (Uganda),Students (Uganda),5,Civilians (Uganda),Students (Uganda); Police Forces of Uganda (1986-),7,57,Eastern Africa,Uganda,Western,Kabale,Ndorwa,Katuna,-1.4366,29.9868,1,URN (Uganda),National,"On 2 June 2022, students from St. Barnabas Senior Secondary School attacked and beat a fellow student at the school in Katuna town (Kabale, Western), for allegedly stealing his fellow student' s property. One student was injured by a stray bullet fired by the police while breaking up clashes. [size=no report]",0,1655149930,UGA
9356559,231,ETH8552,8552,2-Jun-22,2022,1,Battles,Armed clash,Afar Ethnic Militia (Ethiopia),,4,Argobba Ethnic Militia (Ethiopia),,4,44,Eastern Africa,Ethiopia,Amhara,South Wello,Argoba,Chomiye 13,10.9215,40.0214,2,TIKVAH Ethiopia; VOA,Other-International,"On 2 June 2022, in a fighting that lasted for three days, Afar and Argobba ethnic militias clashed in unspecified location (coded to admin center, Chomiye 13 [Medina], in Argoba woreda, South Wello, Amhara), resulting in the killing of at least 2 people. The event followed the killing of an ethnic Afar person by an unidentified armed group in the area (coded separately) before two days. The number of fatalities split across three days and coded as 1 on this day.",1,1655155233,ETH
9356562,231,ETH8557,8557,2-Jun-22,2022,1,Battles,Armed clash,GPDM: Gumuz People's Democratic Movement,,3,Police Forces of Ethiopia (2018-) Benishangul-Gumuz Regional Special Forces,,1,13,Eastern Africa,Ethiopia,Benshangul/Gumuz,Kemashi,Dembi,Kamashi Town,9.75,35.8333,1,Ethiopia Reporter; TIKVAH Ethiopia; Deutsche Welle,Other-National,"On 2 June 2022, GPDM militants besieged and clashed with the Benishangul/Gumuz regional special forces in Kamashi town, Dembi woreda, Kamashi (Kamashi, Benshangul/Gumuz). Causalities unknown. The recent rounds of clashes sparked following a coordinated attack on regional special police force camp, in Mizyiga woreda, by members of the GPDM rebel group who previously agreed to cease armed struggle but refused to disarm.",0,1655155233,ETH
9356569,231,ETH8575,8575,2-Jun-22,2022,1,Violence against civilians,Attack,Afar Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Argobba Ethnic Group (Ethiopia); Farmers (Ethiopia),7,47,Eastern Africa,Ethiopia,Amhara,South Wello,Argoba,Chomiye 13,10.9215,40.0214,2,TIKVAH Ethiopia; VOA,Other-International,"On 2 June 2022, Afar ethnic militias entered into Argoba woreda and opened gunfire on civilians working on their farm in unspecified location (coded to admin center, Chomiye 13 [Medina], in Argoba woreda, South Wello, Amhara), resulting in unknown number of people getting killed and injured. The event followed the killing of an ethnic Afar person by an unidentified armed group in the area (coded separately) two days before. An unidentified number of fatalities in low intensity conflict area coded as 3.",3,1655155233,ETH
9356772,232,ERI445,445,2-Jun-22,2022,1,Strategic developments,Change to group/activity,Military Forces of Eritrea (1993-),Afar Ethnic Group (Eritrea),1,,,0,10,Eastern Africa,Eritrea,Debubawi Keih Bahri,Asseb,,Assab,13.0092,42.7394,3,Eritrea Hub,National,"Change to armed group: On 2 June 2022, around 500 Eritrean Military officers who were members of Afari Ethnic group in Eritrea split from 67th division and arrived at Bada-Admarug in Afar regional state of Ethiopia, defecting from Eritrea. (Location coded to Asseb, Assab, in Debubawi Keih Bahri state).",0,1655155234,ERI
9356776,706,SOM37041,37041,2-Jun-22,2022,1,Explosions/Remote violence,Grenade,Islamic State (Somalia),,2,Police Forces of Somalia (2022-),,1,12,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Heliwa,2.0844,45.39,1,ExTrac,Local partner-International,"On 2 June 2022, Islamic State militants threw a hand grenade against government police forces at a checkpoint in Mogadishu - Heliwa (Banadir). There were no fatalities. One officer was injured. Islamic State claimed responsibility.",0,1655155234,SOM
9356843,450,MAG2230,2230,2-Jun-22,2022,1,Riots,Mob violence,Rioters (Madagascar),,5,Civilians (Madagascar),,7,57,Eastern Africa,Madagascar,Analamanga,Andramasina,Andramasina,Andramasina,-19.1878,47.59,1,L'Express de Madagascar,National,"On 2 June 2022, a group of 37 people beat to death the president of a militant community for the protection of the environment in Andramasina (Andramasina, Anlamanga) due to conflicts of interest as the man campaigned for the protection of the environment and villagers were using the local forest resources. The group also claimed that the man committed abuses as president of the community. [size=37]",1,1655155234,MDG
9357039,728,SSD8571,8571,2-Jun-22,2022,1,Battles,Armed clash,Anyuak Ethnic Militia (South Sudan),,4,Military Forces of South Sudan (2011-),,1,14,Eastern Africa,South Sudan,Jonglei,Pochalla,Akiela,Lieg,6.8914,34.4508,2,Radio Tamazuj,National,"On 2 June 2022, armed youth (presumed to be Anyuak) clashed with SSPDF in disputed circumstances at the village of Okwa (described as being in 'Awetaballa' payam) in Pochalla county (Jonglei state; event coded to Lieg in south-western Pochalla county, given that the report indicates the SSPDF came from Raat in the far east of Pibor county). At least five people were killed (including one youth) and four wounded. The reason for the fighting is not specified.",5,1655155235,SSD
9357055,404,KEN8853,8853,2-Jun-22,2022,2,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),UDA: United Democratic Alliance,7,57,Eastern Africa,Kenya,Garissa,Garissa,Iftin,Bula Iftin,-0.4697,39.6599,1,Star (Kenya),National,"Around 2 June 2022 (as reported), a group disrupted a UDA organized rally in Bula Iftin (Garissa, Garissa) and pelted attendees with stones. No details on injuries. Four people have been arrested. [size=no report]",0,1655155235,KEN
9357097,706,SOM37026,37026,2-Jun-22,2022,1,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Somalia),Labour Group (Somalia),7,27,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Hodan,2.0333,45.35,1,Undisclosed Source,Local partner-Other,"On 2 June 2022, Al Shabaab militants shot and killed a businessman at the Milk Market neighborhood in Mogadishu - Hodan (Banadir). The reason for the killing is that the victim refused to pay extortion money demanded by the militants.",1,1655155235,SOM
9357100,706,SOM37027,37027,2-Jun-22,2022,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Somalia),,3,Police Forces of Somalia (2022-) Southwest Special Police Forces,,1,13,Eastern Africa,Somalia,Bay,Baydhaba,,Baidoa,3.1172,43.6469,1,Undisclosed Source,Local partner-Other,"On 2 June 2022, unidentified gunmen threw a hand grenade against Southwest Special Police Forces (SWSPF) at the Unay junction in Berdale neighborhood in Baidoa town (Baydhaba, Bay). There were no casualties.",0,1655155235,SOM
9364520,646,RWA720,720,2-Jun-22,2022,1,Violence against civilians,Attack,Police Forces of Rwanda (1994-) Prison Guards,,1,Civilians (Rwanda),Prisoners (Rwanda); Journalists (Rwanda),7,17,Eastern Africa,Rwanda,Kigali City,Nyarugenge,Nyarugenge,Nyarugenge,-1.9536,30.0606,1,HRW,Other,"On 2 June 2022, police forces (prison guards) beat a journalist in Nyarugenge prison (Nyarugenge, Kigali City). The journalist, called Niyonsenga and known as 'Cyuma Hassan', is the owner of Ishema TV. Niyonsenga and his driver were arrested in April 2020 after reporting on the impact of the coronavirus guidelines on vulnerable populations.",0,1655827948,RWA
9365888,404,KEN8868,8868,2-Jun-22,2022,2,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),Women (Kenya),7,57,Eastern Africa,Kenya,Kiambu,Thika Town,Thika Township,Thika,-1.05,37.0833,1,K24,National,"Around 2 June 2022 (as reported), a group of youth allegedly attacked and injured a woman politician in Thika (Thika Town, Kiambu) over campaign handouts. [size=no report] [women targeted: candidates for office]",0,1655833736,KEN
9348639,800,UGA7947,7947,1-Jun-22,2022,1,Violence against civilians,Attack,Private Security Forces (Uganda),,8,Civilians (Uganda),Journalists (Uganda),7,78,Eastern Africa,Uganda,Western,Masindi,Masindi,Masindi,1.6744,31.715,1,Daily Monitor (Uganda),National,"On 1 June 2022, a security guard shot dead a journalist attached to Kings Broadcasting Services in Masindi town (Masindi, Western).",1,1654534166,UGA
